id	filename	md5	size	state
20831ca7-6bdc-4326-a687-1f411e03d953	20831ca7-6bdc-4326-a687-1f411e03d953/unc.edu.eb8b259a-b2b3-4fb1-b9d3-b41480642da7.2623492.rsem.genes.results	30835688306eac5e3a992d17037c1a1b	1515269	validated
2185df2f-78cd-4400-a9a4-417e4b1514d4	2185df2f-78cd-4400-a9a4-417e4b1514d4/unc.edu.dd8d3665-ec9d-45be-b7b9-a85dac3585e2.2611591.rsem.genes.results	88a3990610bbdaac1ffce8a1cfa5659b	1519330	validated
221601c4-0eb1-437d-a050-b206a76a00c3	221601c4-0eb1-437d-a050-b206a76a00c3/unc.edu.34980e1d-956b-4d89-8bf2-dcc008dbaad7.1153914.rsem.genes.results	b18f6559a6946cfd0f4c4600452699b1	1517945	validated
221a2288-f675-4984-9623-d44437d0bf5a	221a2288-f675-4984-9623-d44437d0bf5a/unc.edu.2bd1673c-b5c0-425b-9e62-c501bf29616b.1350686.rsem.genes.results	2f6c70d12ee673d5adb119eb6d929504	1528715	validated
24ade8f6-3543-4837-9559-77a4699f27ae	24ade8f6-3543-4837-9559-77a4699f27ae/unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1147687.rsem.genes.results	5273eb0f338c7fb31e788b1ba1589d9d	1522775	validated
253ff427-35db-430c-a1ba-43d2efabbe57	253ff427-35db-430c-a1ba-43d2efabbe57/unc.edu.bf9ca847-f30f-4dcf-bb91-a483be8db666.1879620.rsem.genes.results	3e4d6dffcf1b12ff0e4f8498ebfa4a1f	1507984	validated
2afdc143-9370-4101-99ec-04bc6072a964	2afdc143-9370-4101-99ec-04bc6072a964/unc.edu.f543c792-d997-420a-8bf1-c45456b62a8b.1143136.rsem.genes.results	6202817eba0f7fd58ac8a44729456e4d	1519087	validated
2bc97903-3b11-4f56-8698-0c47e892a9c8	2bc97903-3b11-4f56-8698-0c47e892a9c8/unc.edu.296c69de-2b77-4b3a-a228-9552a8a9836e.1138765.rsem.genes.results	11a76edd82c9ad7feb864e4420497c27	1521516	validated
2c3f1a71-42d8-4053-a34d-3b56e1c92484	2c3f1a71-42d8-4053-a34d-3b56e1c92484/unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1135171.rsem.genes.results	22e2d58663030d0c2c75437062e70ab1	1522615	validated
3443defc-69b5-4ec7-935e-7931c5894e46	3443defc-69b5-4ec7-935e-7931c5894e46/unc.edu.330bf4ac-9ed5-4bd1-93d0-f89b4f52bc19.1170979.rsem.genes.results	3da0344fe673294bdf2d446ab3a8cf1c	1503441	validated
37b69a23-f1a3-4e26-a45b-0fda45788421	37b69a23-f1a3-4e26-a45b-0fda45788421/unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1134340.rsem.genes.results	3f72ac8c68c52fa25361a5da72b786da	1523618	validated
386b9594-a4a7-4b24-a318-0e8e8ecbbae9	386b9594-a4a7-4b24-a318-0e8e8ecbbae9/unc.edu.520a6569-bf3a-495f-9460-7f65e4f59687.1132509.rsem.genes.results	426618ddd87237e6ba917619a841914e	1524454	validated
39285b6a-a7f5-44bc-9cc2-cbc5152cfc2a	39285b6a-a7f5-44bc-9cc2-cbc5152cfc2a/unc.edu.3e775d6c-3845-49a7-80e0-82c5c68a473c.1879579.rsem.genes.results	4dc1cc6ac7852ad0c959bfec61a09b5b	1521365	validated
39ed4b5d-e74d-48bc-8e92-a6ec51a37df8	39ed4b5d-e74d-48bc-8e92-a6ec51a37df8/unc.edu.5741e1ce-5d4c-40dc-aa01-e71a45341884.1119323.rsem.genes.results	2127859765376ca23d562f6896fbc202	1522619	validated
3c5bc8e2-29b2-43ae-a1f4-93206daf0523	3c5bc8e2-29b2-43ae-a1f4-93206daf0523/unc.edu.2407816a-86e7-4094-a028-e81c0cda5448.2031645.rsem.genes.results	898ce91a44b3675bfac5678726323674	1513836	validated
40333d4b-ebab-4cb2-a50e-8fdf7d6f9271	40333d4b-ebab-4cb2-a50e-8fdf7d6f9271/unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1160884.rsem.genes.results	2fd0ac02066dc5853827d10e265d38fe	1519870	validated
427277a4-95d3-483d-bfd9-b00de24aef9f	427277a4-95d3-483d-bfd9-b00de24aef9f/unc.edu.354adce5-6ca4-4d6d-a519-4eabc01c6b36.1158751.rsem.genes.results	088e87d66b4ad4a2463cd548d590d69a	1506122	validated
4359f49e-4bcd-4ea0-8a6b-5c5989e467b2	4359f49e-4bcd-4ea0-8a6b-5c5989e467b2/unc.edu.dad4f72e-cb2c-4015-af6a-53ad0ae45f12.1157546.rsem.genes.results	ffe2f155fa4bcf8c82e8e70a18903a96	1511456	validated
4442fe9f-5613-4839-a488-648335740862	4442fe9f-5613-4839-a488-648335740862/unc.edu.86373f83-264a-4875-8672-749ea434422f.1167304.rsem.genes.results	1d4c2d455721528fb7291d8e30b71fb5	1520058	validated
44b8f6a6-3906-4913-aecb-e705d1e17c80	44b8f6a6-3906-4913-aecb-e705d1e17c80/unc.edu.8a19b992-4173-400d-8aec-d156525eedd6.1152851.rsem.genes.results	dc2376dc987790d65f1b63c61991583d	1516302	validated
459e1210-b22d-467e-b958-648ec46d19cf	459e1210-b22d-467e-b958-648ec46d19cf/unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1142236.rsem.genes.results	4177b8a9b6ce1201d0022272aa5e854f	1525463	validated
48cf064e-9b45-4840-bc11-d4ed004e95cc	48cf064e-9b45-4840-bc11-d4ed004e95cc/unc.edu.f6e02767-7522-4895-bc70-c7de6b1796ab.2031737.rsem.genes.results	9abf581fa4301ad2fa3406f50f621d3c	1510891	validated
493afd26-68fb-4a90-97c7-687176fcb45c	493afd26-68fb-4a90-97c7-687176fcb45c/unc.edu.8b615995-6210-4dd5-bf58-cf8a109d7648.1150391.rsem.genes.results	93d19476f4fe4b33d298545c345fe568	1509504	validated
51039e24-e3e9-47f9-b1ad-3e46af1a2530	51039e24-e3e9-47f9-b1ad-3e46af1a2530/unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1141478.rsem.genes.results	53aae678e81deac1252b3f976aa2a576	1520230	validated
52247384-1c04-4164-aec9-2476b7ea1b3e	52247384-1c04-4164-aec9-2476b7ea1b3e/unc.edu.71b773fb-1efb-4d0f-9499-110ba937ade6.1120663.rsem.genes.results	9ec1136337d227074d4a989360cde2aa	1519573	validated
5299a029-8063-4769-88ad-dc92c37e5f84	5299a029-8063-4769-88ad-dc92c37e5f84/unc.edu.f6e76192-c4ed-485f-bb51-1b752bd7f544.1130567.rsem.genes.results	c3051a1029dc49a403402ab2ae6929c5	1516982	validated
530bfce2-d5e8-4b64-bb16-73757e752878	530bfce2-d5e8-4b64-bb16-73757e752878/unc.edu.05b5084f-5e4f-43a3-9819-456a4f24ad82.1117041.rsem.genes.results	999d0966792c83cf8308d21809a1c14d	1510093	validated
53147392-ae37-4c22-a515-f2d90a069346	53147392-ae37-4c22-a515-f2d90a069346/unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1129365.rsem.genes.results	a9eb65b156a32b3bbdb2dc407924ff74	1517013	validated
5375a7fb-52a9-4ff2-b867-cf4e59d54ac3	5375a7fb-52a9-4ff2-b867-cf4e59d54ac3/unc.edu.2c829af4-a6a7-48b1-9e48-a88be0564752.1140432.rsem.genes.results	5c8e59b3c42451fee3ef3369ac083d03	1489310	validated
55519869-ca0c-410b-8624-c5c8510fbfa0	55519869-ca0c-410b-8624-c5c8510fbfa0/unc.edu.5e04619f-0fa5-45fa-a30b-31b062600047.1353361.rsem.genes.results	3c4cb8ba173eb9b9e96748b3aa22739b	1526547	validated
55923354-8bdb-47ae-83c3-9ff7f79b954c	55923354-8bdb-47ae-83c3-9ff7f79b954c/unc.edu.66626142-7c5c-4ed0-8ef0-f4133423f275.1133670.rsem.genes.results	392c63f1d582a74d551ae51cb65de776	1522787	validated
55e88b38-7881-4f30-94ca-8278ef3e7e43	55e88b38-7881-4f30-94ca-8278ef3e7e43/unc.edu.fce0d59e-78a5-4d7b-8136-b8421f5116b0.1125471.rsem.genes.results	dc84a929062ed255183cdb6a8392d5e4	1526932	validated
57ee0f9b-7c78-4c7b-89ce-c1e69563b888	57ee0f9b-7c78-4c7b-89ce-c1e69563b888/unc.edu.50808f98-d10b-4190-aff7-428f56abb0f9.1118922.rsem.genes.results	1a4b8b32c6d4d4720b2841e35fdf44f7	1518343	validated
59ce4b28-12c0-44b5-95f7-a82feb5097af	59ce4b28-12c0-44b5-95f7-a82feb5097af/unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1153522.rsem.genes.results	04c4672298bdb2787d3d0cd938e9052b	1513783	validated
5d7f5cb6-310c-4404-a62d-bf7e18c12c3c	5d7f5cb6-310c-4404-a62d-bf7e18c12c3c/unc.edu.84ea9827-9ad4-4e2f-be02-c88a9d4c4051.1159065.rsem.genes.results	82400534d28568a49eac0838ad0c3d88	1518195	validated
6039914e-cbb3-4c46-a549-85f000b0ad97	6039914e-cbb3-4c46-a549-85f000b0ad97/unc.edu.600db536-d7c5-4cfa-bb80-fcc269b96b8c.1154664.rsem.genes.results	51a9a702005e3db74f1fd29756ae7a8e	1517094	validated
607fe564-5871-484d-a149-8d8c438a9e9d	607fe564-5871-484d-a149-8d8c438a9e9d/unc.edu.ff7159e7-e9f2-4cc8-ab89-f4167d19672c.1121015.rsem.genes.results	b82ebf38f8e7ff0dd8328170a415f176	1522771	validated
654dbd3d-4621-4109-8bb8-a4398b8f1d71	654dbd3d-4621-4109-8bb8-a4398b8f1d71/unc.edu.47901dff-8acf-4afa-9e42-851d98777085.1117004.rsem.genes.results	9765901a447ab30e623922b6b6aba75f	1519728	validated
6992c874-b33d-41b4-a656-005720537927	6992c874-b33d-41b4-a656-005720537927/unc.edu.fc2aa9aa-3df5-4723-9892-95edcc92bb6f.1807107.rsem.genes.results	a69262623532e63b722d07908c61fbac	1498188	validated
69a4fd65-cd21-4ba8-a63e-bc89a978b82d	69a4fd65-cd21-4ba8-a63e-bc89a978b82d/unc.edu.83d9c730-9a1e-42b6-a1dd-6a57d0e24f2c.1169798.rsem.genes.results	a32d5d71694fe41f6da41824a6088537	1504617	validated
6be63577-a3ac-428f-8134-3f3ee7b73afc	6be63577-a3ac-428f-8134-3f3ee7b73afc/unc.edu.5903d969-2fd6-4952-b475-a79e6c241efd.1167840.rsem.genes.results	dfcc59550d02fc5bb1a8fbbedde3fb33	1520582	validated
6dfcf458-5ab1-448f-ba5d-dc7073d800c6	6dfcf458-5ab1-448f-ba5d-dc7073d800c6/unc.edu.1a19e068-d213-41ef-aebb-104017a883cc.2625310.rsem.genes.results	e91c212ef3ccdb2a7ce0ac9c7933a133	1521399	validated
71798716-48ac-4bf0-b268-21e094ac8275	71798716-48ac-4bf0-b268-21e094ac8275/unc.edu.59b2f0cb-4789-4642-9aa6-605a1ebb0e32.1794221.rsem.genes.results	e31e0633c462e4d807a7c14beedbbec1	1518063	validated
71add416-3e22-4149-bcf0-4e260fac9f20	71add416-3e22-4149-bcf0-4e260fac9f20/unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1135421.rsem.genes.results	110646d4b87c44d1a9337050b527254d	1510417	validated
7258304b-48ca-4667-a4d4-3d04f2be97fc	7258304b-48ca-4667-a4d4-3d04f2be97fc/unc.edu.ae592879-5689-4818-8ac3-23a00c5d3934.1153240.rsem.genes.results	653e63a40761710ee72ec4c8ecdc7e01	1506463	validated
74a92beb-7b2f-44d3-a14a-2d62cbf73c2a	74a92beb-7b2f-44d3-a14a-2d62cbf73c2a/unc.edu.9d80ba46-b65f-4338-99bc-370f8eaefe4e.1119986.rsem.genes.results	037f91f0bc5ee313833d3b0118c35158	1503405	validated
759cea65-4c7f-413c-9027-597dfb3ebe8e	759cea65-4c7f-413c-9027-597dfb3ebe8e/unc.edu.0307bd0b-b59a-4996-b89d-612e72652890.1156940.rsem.genes.results	7b9fac0b23ad697e3a9ae19551fa603a	1477618	validated
78782f0e-a155-41c0-aa0b-b91291a496fa	78782f0e-a155-41c0-aa0b-b91291a496fa/unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1120710.rsem.genes.results	fd342205a5d4511e93c2133fabae8e9d	1504978	validated
7a21375d-a9c8-42fa-b9e5-b2becb6c477f	7a21375d-a9c8-42fa-b9e5-b2becb6c477f/unc.edu.ae81378c-ada3-43cb-9855-941467fd856c.1120938.rsem.genes.results	f0850cd351df33fcdb8f9b6cd8cc2ed5	1511803	validated
7cf6f582-062a-4808-9220-12750f6889b8	7cf6f582-062a-4808-9220-12750f6889b8/unc.edu.2af2adfe-bd7b-4eb1-9971-182b11075159.1134062.rsem.genes.results	599d8c3e2162d6f114b5d16208c980b9	1526146	validated
8145419c-20c8-4694-bf7e-9165e0ee0568	8145419c-20c8-4694-bf7e-9165e0ee0568/unc.edu.67e019fc-65c4-4274-a0f7-5a92f0f87bba.1156663.rsem.genes.results	41bc7c0488b3bd32799cf10cb47bba1e	1520375	validated
83b16749-1f14-45ef-ab36-4df1988c4922	83b16749-1f14-45ef-ab36-4df1988c4922/unc.edu.f8b3fd9c-ba8c-49bf-aeb7-4e7dfedbb9a8.1988481.rsem.genes.results	37c3cf64cf9936fd31e6f82da77f06e2	1501941	validated
8401c85f-e6df-4e79-9c4d-d4dab4a3ff28	8401c85f-e6df-4e79-9c4d-d4dab4a3ff28/unc.edu.d40f62c9-c134-4477-98d7-11d343b5e867.1142894.rsem.genes.results	8a91c13a0acb438eb393ee94b6681977	1518978	validated
84c09374-2014-4e73-8419-0c0c84c12620	84c09374-2014-4e73-8419-0c0c84c12620/unc.edu.28199d71-9111-4763-a07f-66734769bb98.1128844.rsem.genes.results	128c9add80fa335cab05e283505ea819	1515686	validated
86a126b0-37bd-40df-ab33-a289945deb81	86a126b0-37bd-40df-ab33-a289945deb81/unc.edu.73f6a579-eab4-4fbf-bb17-41f1a6614ace.1122196.rsem.genes.results	2b5a51be73f59cade2e3e6b0cf416ee7	1513698	validated
88c28e5e-c7e0-4a75-9f08-bb99e424d079	88c28e5e-c7e0-4a75-9f08-bb99e424d079/unc.edu.e15ff180-38d3-4614-88ee-3645afaab54b.1133792.rsem.genes.results	5b387a051f4c1a625da9123c42dc6e39	1511897	validated
89a4d3c4-c3c7-4c5d-905f-6ed10d5662b1	89a4d3c4-c3c7-4c5d-905f-6ed10d5662b1/unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1174505.rsem.genes.results	01cbf8dc8e079140d3b9daf141a466c2	1515585	validated
8a224eed-b786-44a4-a26f-43c6c4a92b55	8a224eed-b786-44a4-a26f-43c6c4a92b55/unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1144678.rsem.genes.results	22033c4aa6a4dff6ebcf2f139e417bea	1513179	validated
8a22625d-a80b-45ce-9a94-c03dcb2a83f2	8a22625d-a80b-45ce-9a94-c03dcb2a83f2/unc.edu.176b2422-3599-41c5-be62-ae6e28d60b90.1794330.rsem.genes.results	29ef03572c445da0fe263747115447e8	1523865	validated
8bf55415-a1d8-4381-a9f9-77a6d9769eee	8bf55415-a1d8-4381-a9f9-77a6d9769eee/unc.edu.0a5a7511-4e7b-4fe4-b323-c354acffab57.1142210.rsem.genes.results	ef5770e0385c493c47e5c9bda63f8dbb	1513229	validated
8bf65672-30e9-4bd9-a2ff-549dc5820931	8bf65672-30e9-4bd9-a2ff-549dc5820931/unc.edu.59c6ed76-762c-4caa-98c1-0886b6d9651c.1128561.rsem.genes.results	1aff2765abecdb64d635276c9fb4bba6	1518385	validated
8cb5ee47-456f-4ce6-ac35-f88f158492be	8cb5ee47-456f-4ce6-ac35-f88f158492be/unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1129418.rsem.genes.results	f01fe9ab1de2549df144526020ad15dc	1509762	validated
8e900a4d-1f13-4fb4-94e5-bb9dbfb8115f	8e900a4d-1f13-4fb4-94e5-bb9dbfb8115f/unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1129459.rsem.genes.results	d25141d99903634e38f54bf68359b155	1515485	validated
91e5973a-1b6f-4e83-a977-7ed1206cc4d7	91e5973a-1b6f-4e83-a977-7ed1206cc4d7/unc.edu.b1ecc303-eb55-436f-9629-cdac63bde297.1171935.rsem.genes.results	dafe74b12d925730a68dc4172060bfd2	1512998	validated
921d8ad2-daf5-4656-a12e-22061fa2d48d	921d8ad2-daf5-4656-a12e-22061fa2d48d/unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1152350.rsem.genes.results	d5021f8899c52689f47998806884495e	1518426	validated
9490226c-78ff-4966-a06f-8c61800fb406	9490226c-78ff-4966-a06f-8c61800fb406/unc.edu.090d6483-72df-4a55-84ef-5e196d1982cf.1097491.rsem.genes.results	2d5fdbff39e7d7093ee4b10ba90a5ba5	1518838	validated
a0079453-43d3-4bf0-8271-b3f44079fc99	a0079453-43d3-4bf0-8271-b3f44079fc99/unc.edu.01370d42-f75c-4532-9b9c-24ff7302b033.1154002.rsem.genes.results	03c65a0ef5cc8ac2a3b77d965b194191	1508122	validated
a295f2ec-cb03-4246-b9f3-d14cb5d57e61	a295f2ec-cb03-4246-b9f3-d14cb5d57e61/unc.edu.e042ea6d-3204-41a7-9811-25f4ac0c3558.1135367.rsem.genes.results	6f901b1140c4e1f223ca8a55555009a0	1523342	validated
a3f93b35-b1ad-439b-b445-9ab103c2653d	a3f93b35-b1ad-439b-b445-9ab103c2653d/unc.edu.d73174ef-182c-48b9-af79-dfb457d5b7be.1152276.rsem.genes.results	93c416ea223a856245378efc0e49a072	1521152	validated
a640a47c-35c5-4af3-81ac-e53d525edba8	a640a47c-35c5-4af3-81ac-e53d525edba8/unc.edu.a6db80e4-b161-412d-932a-fe2898a1722f.1120428.rsem.genes.results	4307d0f2397117b602abf818f949c5f6	1500571	validated
a676ec67-c0ae-4640-a3aa-0dffcec7054a	a676ec67-c0ae-4640-a3aa-0dffcec7054a/unc.edu.8cdae811-9f3f-4c8b-9fe5-e542d30d40f2.1118168.rsem.genes.results	657207fef8f8e89f908ff80ebca8e5b9	1519724	validated
a8ab4e8b-ab8a-47d6-8f70-9f815e370aa1	a8ab4e8b-ab8a-47d6-8f70-9f815e370aa1/unc.edu.a4cb04f5-91b3-40ba-8005-b1df46d6b555.1130186.rsem.genes.results	1f8e11d67ebb346a838c7bad09d7f155	1514306	validated
a91f745d-8867-4261-87a1-54890ae57463	a91f745d-8867-4261-87a1-54890ae57463/unc.edu.89f9e509-5f4c-439b-b610-860f209332d2.1349419.rsem.genes.results	1519d03d375f0a7ec01099434534ca41	1516131	validated
a9c7adee-0662-43dd-ba41-b34e0a10108b	a9c7adee-0662-43dd-ba41-b34e0a10108b/unc.edu.7fdf1ebf-149a-43d5-bae7-6e01beb647dd.1121000.rsem.genes.results	a5f38fad0ebb81029a95fe446f3044fc	1518837	validated
ab820bb3-b2bb-46fb-85dc-81e0bd2b0bbb	ab820bb3-b2bb-46fb-85dc-81e0bd2b0bbb/unc.edu.31757dda-12d6-4f35-87f1-d00464f2815b.1094775.rsem.genes.results	86eed2872e4c1cd692e934a30b6cfa89	1515863	validated
adf74f72-678a-4694-ab42-7d3580a76b8f	adf74f72-678a-4694-ab42-7d3580a76b8f/unc.edu.7ddad1e7-783e-4095-87e0-48dbf5c5aa39.1122055.rsem.genes.results	819872983f0aa72c9e39945e32cd40df	1530593	validated
b330a6cd-64d1-4ad8-89c2-58c383475bc4	b330a6cd-64d1-4ad8-89c2-58c383475bc4/unc.edu.9e30b9ee-391d-40d9-8eba-de47656f3629.1134988.rsem.genes.results	145f14cd235e1de2632a81b0d46402c9	1510922	validated
b4ce3ecc-53c9-45b1-abdf-cecad61e096e	b4ce3ecc-53c9-45b1-abdf-cecad61e096e/unc.edu.5213da80-35ac-4172-b2e8-de686e73a498.1129160.rsem.genes.results	59a35b86649ec91d957543453f003eac	1514120	validated
b869e310-6bce-423e-a1fb-64710c149387	b869e310-6bce-423e-a1fb-64710c149387/unc.edu.bd304a35-2d0c-4b11-bd62-3db480c1e730.1098933.rsem.genes.results	c6c0f15a3147832bf9a2e39216ca68aa	1527182	validated
ba65a296-6bf5-4bd3-94d1-a762d553b465	ba65a296-6bf5-4bd3-94d1-a762d553b465/unc.edu.1fdac226-ed6b-41a8-9575-67117b4cf035.1121168.rsem.genes.results	f2f8d2ba958d6974b105e7ab29b61a99	1519494	validated
bb348f66-7fab-4382-929a-214c9db95bc0	bb348f66-7fab-4382-929a-214c9db95bc0/unc.edu.306818e8-2e51-4dee-b27c-53ee9cea8d03.1140856.rsem.genes.results	2335e5ef9a4e95a26836894f956475c7	1510389	validated
bd81c111-ebfc-45ba-9764-f1bd9afb36c4	bd81c111-ebfc-45ba-9764-f1bd9afb36c4/unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1343195.rsem.genes.results	093026a6175ed849e4326d7d24401ad2	1513794	validated
c0d6415e-ed1f-4de6-b18c-5e8c66215e6b	c0d6415e-ed1f-4de6-b18c-5e8c66215e6b/unc.edu.24ef9702-a1e5-4276-abb2-87088861d471.2635754.rsem.genes.results	85f0abfc67ef17617153232fb63bbcdd	1496944	validated
c12b0e6a-300a-4737-893c-634f73230026	c12b0e6a-300a-4737-893c-634f73230026/unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1151629.rsem.genes.results	146c45698d77307b9aa947158a3d664e	1498904	validated
c1be87e1-1d83-4898-81c6-44e5bca3512c	c1be87e1-1d83-4898-81c6-44e5bca3512c/unc.edu.667c209e-9b4a-474d-8f69-102cfaffddf2.1182010.rsem.genes.results	cbea07ef1777b2d8d286af51ee7f8606	1518235	validated
c686fc62-679c-4bf3-ae4e-f74e5a45efcb	c686fc62-679c-4bf3-ae4e-f74e5a45efcb/unc.edu.05a4f4ff-cdfd-4332-8146-066657a4c3cc.1096582.rsem.genes.results	0ee2eb650af3f56a60aeaf1b8566571a	1517673	validated
