Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
ABCC1	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
ABCC3	20	32	0.37037037037037035	0.4050632911392405	0.0491651812805509	0.4122611698035522	1	-1	0.12209361985676237	2-sample test for equality of proportions with continuity correction	less
ABCC5	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
ABCC6	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
ABCC6P1	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
ABHD15	12	21	0.2222222222222222	0.26582278481012656	0.13491264615209772	0.3566959233063728	1	-1	0.09585658595824764	2-sample test for equality of proportions with continuity correction	less
ABHD16B	9	7	0.16666666666666666	0.08860759493670886	1.1828219415794134	0.8616088738720104	1	-1	0.19225978725474666	2-sample test for equality of proportions with continuity correction	less
ABI3	23	29	0.42592592592592593	0.3670886075949367	0.25196207039561463	0.6921515503233551	1	-1	0.21657914291182112	2-sample test for equality of proportions with continuity correction	less
ABL2	5	9	0.09259259259259259	0.11392405063291139	0.011232798323267425	0.4577971676976689	1	-1	0.08181660932248505	2-sample test for equality of proportions with continuity correction	less
ABRA	11	26	0.2037037037037037	0.3291139240506329	1.926535531443891	0.08256898702669012	1	-1	0.015433210555438781	2-sample test for equality of proportions with continuity correction	less
ACA64|ENSG00000238934.1	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
ACACA	14	24	0.25925925925925924	0.3037974683544304	0.13172175339896874	0.3583267515959674	1	-1	0.10091697192610485	2-sample test for equality of proportions with continuity correction	less
ACAP2	4	6	0.07407407407407407	0.0759493670886076	5.866266452143965e-31	0.49999999999999967	1	-1	0.07641933026741074	2-sample test for equality of proportions with continuity correction	less
ACBD3	6	11	0.1111111111111111	0.13924050632911392	0.04525133990256473	0.41577126987002844	1	-1	0.08260648607036589	2-sample test for equality of proportions with continuity correction	less
ACBD4	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
ACBD6	5	8	0.09259259259259259	0.10126582278481013	9.97621015054558e-32	0.4999999999999999	1	-1	0.08559483663257109	2-sample test for equality of proportions with continuity correction	less
ACE	19	22	0.35185185185185186	0.27848101265822783	0.5022187849722011	0.7607365868244804	1	-1	0.2242637646298347	2-sample test for equality of proportions with continuity correction	less
ACER3	6	8	0.1111111111111111	0.10126582278481013	4.662483860791342e-31	0.5000000000000002	1	-1	0.10949759887573429	2-sample test for equality of proportions with continuity correction	less
ACLY	8	8	0.14814814814814814	0.10126582278481013	0.29681611534855207	0.7070573251715092	1	-1	0.15962963904892524	2-sample test for equality of proportions with continuity correction	less
ACOX1	8	14	0.14814814814814814	0.17721518987341772	0.042210531398295045	0.4186094915274259	1	-1	0.09290074266977602	2-sample test for equality of proportions with continuity correction	less
ACP6	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
ACSF2	18	29	0.3333333333333333	0.3670886075949367	0.04632739556271885	0.41479088369666434	1	-1	0.12000246955098093	2-sample test for equality of proportions with continuity correction	less
ACTA1	6	12	0.1111111111111111	0.1518987341772152	0.1740513406759662	0.3382680345242111	1	-1	0.07154963839670148	2-sample test for equality of proportions with continuity correction	less
ACTG1	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
ACTL6A	6	8	0.1111111111111111	0.10126582278481013	4.662483860791342e-31	0.5000000000000002	1	-1	0.10949759887573429	2-sample test for equality of proportions with continuity correction	less
ACTN2	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
ACTN3	7	9	0.12962962962962962	0.11392405063291139	4.163561213490757e-6	0.5008140334319489	1	-1	0.12674020117752585	2-sample test for equality of proportions with continuity correction	less
ACTRT3	5	6	0.09259259259259259	0.0759493670886076	4.704389820596542e-4	0.5086522222403267	1	-1	0.11355258726295549	2-sample test for equality of proportions with continuity correction	less
ACY3	4	11	0.07407407407407407	0.13924050632911392	0.7879130015018234	0.18736596746900763	1	-1	0.03726106789169281	2-sample test for equality of proportions with continuity correction	less
ADAM15	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
ADAM18	6	9	0.1111111111111111	0.11392405063291139	1.7401098597765112e-30	0.4999999999999995	1	-1	0.09168165152982442	2-sample test for equality of proportions with continuity correction	less
ADAM2	6	11	0.1111111111111111	0.13924050632911392	0.04525133990256473	0.41577126987002844	1	-1	0.08260648607036589	2-sample test for equality of proportions with continuity correction	less
ADAM32	7	10	0.12962962962962962	0.12658227848101267	2.2499367153248017e-31	0.5000000000000002	1	-1	0.10325043021397086	2-sample test for equality of proportions with continuity correction	less
ADAM3A	6	8	0.1111111111111111	0.10126582278481013	4.662483860791342e-31	0.5000000000000002	1	-1	0.10949759887573429	2-sample test for equality of proportions with continuity correction	less
ADAM5	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
ADAM9	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
ADAMTS4	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
ADAMTSL4	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
ADAP2	9	12	0.16666666666666666	0.1518987341772152	2.5731296880398178e-31	0.5000000000000002	1	-1	0.13616906411860077	2-sample test for equality of proportions with continuity correction	less
ADAR	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
ADCK3	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
ADCK5	12	18	0.2222222222222222	0.22784810126582278	6.151765726732103e-31	0.49999999999999967	1	-1	0.12118158057730094	2-sample test for equality of proportions with continuity correction	less
ADCY10	5	10	0.09259259259259259	0.12658227848101267	0.10854175440548172	0.37090523720755764	1	-1	0.07101875810757252	2-sample test for equality of proportions with continuity correction	less
ADCY8	18	22	0.3333333333333333	0.27848101265822783	0.2351351049055043	0.6861289536538099	1	-1	0.2046615125997099	2-sample test for equality of proportions with continuity correction	less
ADHFE1	5	16	0.09259259259259259	0.20253164556962025	2.1474607848882634	0.07140294908141699	1	-1	0.004345666980821977	2-sample test for equality of proportions with continuity correction	less
ADIPOR1	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
ADNP	9	7	0.16666666666666666	0.08860759493670886	1.1828219415794134	0.8616088738720104	1	-1	0.19225978725474666	2-sample test for equality of proportions with continuity correction	less
ADORA1	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
ADRB3	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
ADRBK1	1	11	0.018518518518518517	0.13924050632911392	4.31905831909428	0.01884388649198722	1	-1	-0.034314953479822025	2-sample test for equality of proportions with continuity correction	less
ADRM1	8	7	0.14814814814814814	0.08860759493670886	0.6192415194641113	0.7843353591264639	1	-1	0.17046339427265683	2-sample test for equality of proportions with continuity correction	less
ADSS	9	13	0.16666666666666666	0.16455696202531644	6.2479483925608235e-31	0.5000000000000003	1	-1	0.1122331272826437	2-sample test for equality of proportions with continuity correction	less
AFMID	9	15	0.16666666666666666	0.189873417721519	0.012588088054182748	0.45533374303987	1	-1	0.10295597091264452	2-sample test for equality of proportions with continuity correction	less
AGO2	13	19	0.24074074074074073	0.24050632911392406	1.056801152980834e-30	0.5000000000000004	1	-1	0.12462085599319543	2-sample test for equality of proportions with continuity correction	less
AGPAT6	6	11	0.1111111111111111	0.13924050632911392	0.04525133990256473	0.41577126987002844	1	-1	0.08260648607036589	2-sample test for equality of proportions with continuity correction	less
AGT	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
AHCTF1	9	13	0.16666666666666666	0.16455696202531644	6.2479483925608235e-31	0.5000000000000003	1	-1	0.1122331272826437	2-sample test for equality of proportions with continuity correction	less
AHI1	0	5	0	0.06329113924050633	2.017342523001641	0.07775554855677179	1	-1	-0.0026431505174635064	2-sample test for equality of proportions with continuity correction	less
AIDA	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
AIM1	2	9	0.037037037037037035	0.11392405063291139	1.5886259793060995	0.10376127646073659	1	-1	0.011117108742413673	2-sample test for equality of proportions with continuity correction	less
AIM2	8	8	0.14814814814814814	0.10126582278481013	0.29681611534855207	0.7070573251715092	1	-1	0.15962963904892524	2-sample test for equality of proportions with continuity correction	less
AIP	2	11	0.037037037037037035	0.13924050632911392	2.7285698561674305	0.049283756671681674	1	-1	-0.009858573278177574	2-sample test for equality of proportions with continuity correction	less
AK9	1	9	0.018518518518518517	0.11392405063291139	2.9387315186443006	0.0432393104223124	1	-1	-0.013728130376010561	2-sample test for equality of proportions with continuity correction	less
AKAP1	13	28	0.24074074074074073	0.35443037974683544	1.447604853215566	0.11445633160467548	1	-1	0.032260241249628896	2-sample test for equality of proportions with continuity correction	less
AKAP10	3	5	0.05555555555555555	0.06329113924050633	1.6109761069113529e-31	0.49999999999999983	1	-1	0.0682584210450195	2-sample test for equality of proportions with continuity correction	less
AKR1C7P	3	5	0.05555555555555555	0.06329113924050633	1.6109761069113529e-31	0.49999999999999983	1	-1	0.0682584210450195	2-sample test for equality of proportions with continuity correction	less
AKT3	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
ALDH3B1	2	8	0.037037037037037035	0.10126582278481013	1.0913445412583522	0.1480867469627766	1	-1	0.021386844550368475	2-sample test for equality of proportions with continuity correction	less
ALDH3B2	4	11	0.07407407407407407	0.13924050632911392	0.7879130015018234	0.18736596746900763	1	-1	0.03726106789169281	2-sample test for equality of proportions with continuity correction	less
ALDH8A1	0	5	0	0.06329113924050633	2.017342523001641	0.07775554855677179	1	-1	-0.0026431505174635064	2-sample test for equality of proportions with continuity correction	less
ALDH9A1	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
ALDOC	13	21	0.24074074074074073	0.26582278481012656	0.01519241183239704	0.45095159626848075	1	-1	0.11637034684141273	2-sample test for equality of proportions with continuity correction	less
ALG8	6	9	0.1111111111111111	0.11392405063291139	1.7401098597765112e-30	0.4999999999999995	1	-1	0.09168165152982442	2-sample test for equality of proportions with continuity correction	less
ALYREF	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
AMD1	0	8	0	0.10126582278481013	4.164909341303329	0.020634810783116637	1	-1	-0.02984832891698476	2-sample test for equality of proportions with continuity correction	less
AMZ2	17	22	0.3148148148148148	0.27848101265822783	0.06660776642933924	0.6018292707482895	1	-1	0.18492131272369894	2-sample test for equality of proportions with continuity correction	less
AMZ2P1	14	18	0.25925925925925924	0.22784810126582278	0.04395082012156909	0.5830274308016697	1	-1	0.17208816537853983	2-sample test for equality of proportions with continuity correction	less
ANAPC11	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
ANAPC15	0	5	0	0.06329113924050633	2.017342523001641	0.07775554855677179	1	-1	-0.0026431505174635064	2-sample test for equality of proportions with continuity correction	less
ANGEL2	6	11	0.1111111111111111	0.13924050632911392	0.04525133990256473	0.41577126987002844	1	-1	0.08260648607036589	2-sample test for equality of proportions with continuity correction	less
ANGPT1	11	27	0.2037037037037037	0.34177215189873417	2.357741443975622	0.06233128007544786	1	-1	0.003343229901365097	2-sample test for equality of proportions with continuity correction	less
ANGPTL1	5	8	0.09259259259259259	0.10126582278481013	9.97621015054558e-32	0.4999999999999999	1	-1	0.08559483663257109	2-sample test for equality of proportions with continuity correction	less
ANK1	6	11	0.1111111111111111	0.13924050632911392	0.04525133990256473	0.41577126987002844	1	-1	0.08260648607036589	2-sample test for equality of proportions with continuity correction	less
ANKFN1	14	28	0.25925925925925924	0.35443037974683544	0.9401987389856589	0.16611336815903793	1	-1	0.05254611408806101	2-sample test for equality of proportions with continuity correction	less
ANKRD13B	12	21	0.2222222222222222	0.26582278481012656	0.13491264615209772	0.3566959233063728	1	-1	0.09585658595824764	2-sample test for equality of proportions with continuity correction	less
ANKRD13D	1	10	0.018518518518518517	0.12658227848101267	3.615532661120439	0.0286211941140072	1	-1	-0.023940660437774985	2-sample test for equality of proportions with continuity correction	less
ANKRD16	3	5	0.05555555555555555	0.06329113924050633	1.6109761069113529e-31	0.49999999999999983	1	-1	0.0682584210450195	2-sample test for equality of proportions with continuity correction	less
ANKRD18DP	3	6	0.05555555555555555	0.0759493670886076	0.011740168154634408	0.45685821524905174	1	-1	0.06613369705620288	2-sample test for equality of proportions with continuity correction	less
ANKRD20A12P	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
ANKRD27	1	6	0.018518518518518517	0.0759493670886076	1.1262599624941396	0.14428725195116773	1	-1	0.01572629074095186	2-sample test for equality of proportions with continuity correction	less
ANKRD34A	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
ANKRD35	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
ANKRD36BP1	5	9	0.09259259259259259	0.11392405063291139	0.011232798323267425	0.4577971676976689	1	-1	0.08181660932248505	2-sample test for equality of proportions with continuity correction	less
ANKRD40	20	31	0.37037037037037035	0.3924050632911392	0.005637832242887666	0.47007334246805077	1	-1	0.13444059502249966	2-sample test for equality of proportions with continuity correction	less
ANKRD45	5	7	0.09259259259259259	0.08860759493670886	1.0813280912271527e-31	0.5000000000000001	1	-1	0.09148811971716386	2-sample test for equality of proportions with continuity correction	less
ANKRD46	12	25	0.2222222222222222	0.31645569620253167	0.987968008224469	0.16011975932715844	1	-1	0.048113809550302394	2-sample test for equality of proportions with continuity correction	less
ANKRD60	11	10	0.2037037037037037	0.12658227848101267	0.9133812412095642	0.830390567586119	1	-1	0.20185850764766358	2-sample test for equality of proportions with continuity correction	less
ANO1	11	20	0.2037037037037037	0.25316455696202533	0.20587547701505785	0.3250097755731062	1	-1	0.08696752869851873	2-sample test for equality of proportions with continuity correction	less
ANP32E	7	11	0.12962962962962962	0.13924050632911392	6.220774306963708e-31	0.49999999999999967	1	-1	0.0987801068994077	2-sample test for equality of proportions with continuity correction	less
ANXA13	17	23	0.3148148148148148	0.2911392405063291	0.009975301710448688	0.5397787864239795	1	-1	0.17296265724296478	2-sample test for equality of proportions with continuity correction	less
ANXA9	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
AOC2	4	7	0.07407407407407407	0.08860759493670886	1.8027815450601e-30	0.49999999999999944	1	-1	0.0787533361819812	2-sample test for equality of proportions with continuity correction	less
AOC3	4	7	0.07407407407407407	0.08860759493670886	1.8027815450601e-30	0.49999999999999944	1	-1	0.0787533361819812	2-sample test for equality of proportions with continuity correction	less
AOC4P	4	7	0.07407407407407407	0.08860759493670886	1.8027815450601e-30	0.49999999999999944	1	-1	0.0787533361819812	2-sample test for equality of proportions with continuity correction	less
AP2B1	11	12	0.2037037037037037	0.1518987341772152	0.29414890512166275	0.7062130003207264	1	-1	0.1793710809699745	2-sample test for equality of proportions with continuity correction	less
AP2M1	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
AP3M2	6	12	0.1111111111111111	0.1518987341772152	0.1740513406759662	0.3382680345242111	1	-1	0.07154963839670148	2-sample test for equality of proportions with continuity correction	less
AP5B1	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
APCDD1L	11	10	0.2037037037037037	0.12658227848101267	0.9133812412095642	0.830390567586119	1	-1	0.20185850764766358	2-sample test for equality of proportions with continuity correction	less
APCS	7	9	0.12962962962962962	0.11392405063291139	4.163561213490757e-6	0.5008140334319489	1	-1	0.12674020117752585	2-sample test for equality of proportions with continuity correction	less
APH1A	7	11	0.12962962962962962	0.13924050632911392	6.220774306963708e-31	0.49999999999999967	1	-1	0.0987801068994077	2-sample test for equality of proportions with continuity correction	less
APOA1BP	7	9	0.12962962962962962	0.11392405063291139	4.163561213490757e-6	0.5008140334319489	1	-1	0.12674020117752585	2-sample test for equality of proportions with continuity correction	less
APOA2	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
APOBEC4	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
APOD	4	6	0.07407407407407407	0.0759493670886076	5.866266452143965e-31	0.49999999999999967	1	-1	0.07641933026741074	2-sample test for equality of proportions with continuity correction	less
APOH	18	18	0.3333333333333333	0.22784810126582278	1.3130682233156055	0.8740800563214828	1	-1	0.252066661300761	2-sample test for equality of proportions with continuity correction	less
APPBP2	25	25	0.46296296296296297	0.31645569620253167	2.343306234784426	0.9370888730613567	1	-1	0.3030390298224581	2-sample test for equality of proportions with continuity correction	less
AQP10	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
AQP11	6	9	0.1111111111111111	0.11392405063291139	1.7401098597765112e-30	0.4999999999999995	1	-1	0.09168165152982442	2-sample test for equality of proportions with continuity correction	less
ARAP1	0	6	0	0.0759493670886076	2.7128781348709756	0.04977062675336609	1	-1	-0.01133530838054056	2-sample test for equality of proportions with continuity correction	less
ARC	12	19	0.2222222222222222	0.24050632911392406	0.0013039610079017946	0.4855971647593355	1	-1	0.11943309083663489	2-sample test for equality of proportions with continuity correction	less
ARF1	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
ARFGAP1	7	6	0.12962962962962962	0.0759493670886076	0.5277313838099702	0.7662189012824246	1	-1	0.15902602865554705	2-sample test for equality of proportions with continuity correction	less
ARFGEF1	6	15	0.1111111111111111	0.189873417721519	0.962744422956712	0.1632481948284507	1	-1	0.03790224988825533	2-sample test for equality of proportions with continuity correction	less
ARFRP1	9	7	0.16666666666666666	0.08860759493670886	1.1828219415794134	0.8616088738720104	1	-1	0.19225978725474666	2-sample test for equality of proportions with continuity correction	less
ARHGAP23	22	37	0.4074074074074074	0.46835443037974683	0.2673677351455724	0.3025515042104101	1	-1	0.09825076569454547	2-sample test for equality of proportions with continuity correction	less
ARHGAP27	5	9	0.09259259259259259	0.11392405063291139	0.011232798323267425	0.4577971676976689	1	-1	0.08181660932248505	2-sample test for equality of proportions with continuity correction	less
ARHGAP30	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
ARHGAP39	12	18	0.2222222222222222	0.22784810126582278	6.151765726732103e-31	0.49999999999999967	1	-1	0.12118158057730094	2-sample test for equality of proportions with continuity correction	less
ARHGDIA	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
ARHGEF11	6	8	0.1111111111111111	0.10126582278481013	4.662483860791342e-31	0.5000000000000002	1	-1	0.10949759887573429	2-sample test for equality of proportions with continuity correction	less
ARHGEF2	6	9	0.1111111111111111	0.11392405063291139	1.7401098597765112e-30	0.4999999999999995	1	-1	0.09168165152982442	2-sample test for equality of proportions with continuity correction	less
ARID4B	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
ARL16	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
ARL17A	5	9	0.09259259259259259	0.11392405063291139	0.011232798323267425	0.4577971676976689	1	-1	0.08181660932248505	2-sample test for equality of proportions with continuity correction	less
ARL17B	5	9	0.09259259259259259	0.11392405063291139	0.011232798323267425	0.4577971676976689	1	-1	0.08181660932248505	2-sample test for equality of proportions with continuity correction	less
ARL2	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
ARL4D	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
ARL5C	37	47	0.6851851851851852	0.5949367088607594	0.7683768948273167	0.8096401791488308	1	-1	0.2438971314817583	2-sample test for equality of proportions with continuity correction	less
ARL6IP1	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
ARL8A	6	11	0.1111111111111111	0.13924050632911392	0.04525133990256473	0.41577126987002844	1	-1	0.08260648607036589	2-sample test for equality of proportions with continuity correction	less
ARMC1	5	14	0.09259259259259259	0.17721518987341772	1.2483688857634005	0.13193212002950241	1	-1	0.026899062453019568	2-sample test for equality of proportions with continuity correction	less
ARMC2	1	9	0.018518518518518517	0.11392405063291139	2.9387315186443006	0.0432393104223124	1	-1	-0.013728130376010561	2-sample test for equality of proportions with continuity correction	less
ARMC7	9	16	0.16666666666666666	0.20253164556962025	0.0863971150006078	0.3844042212977172	1	-1	0.09148244681981718	2-sample test for equality of proportions with continuity correction	less
ARNT	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
ARPC5	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
ARRB1	5	6	0.09259259259259259	0.0759493670886076	4.704389820596542e-4	0.5086522222403267	1	-1	0.11355258726295549	2-sample test for equality of proportions with continuity correction	less
ARSG	17	21	0.3148148148148148	0.26582278481012656	0.17536919831223613	0.6623082704496062	1	-1	0.19683478358136072	2-sample test for equality of proportions with continuity correction	less
ARV1	9	12	0.16666666666666666	0.1518987341772152	2.5731296880398178e-31	0.5000000000000002	1	-1	0.13616906411860077	2-sample test for equality of proportions with continuity correction	less
ASAP1	18	22	0.3333333333333333	0.27848101265822783	0.2351351049055043	0.6861289536538099	1	-1	0.2046615125997099	2-sample test for equality of proportions with continuity correction	less
ASB16	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
ASCL5	7	11	0.12962962962962962	0.13924050632911392	6.220774306963708e-31	0.49999999999999967	1	-1	0.0987801068994077	2-sample test for equality of proportions with continuity correction	less
ASH1L	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
ASH2L	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
