Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
CD300C	10	17	0.18518518518518517	0.21518987341772153	0.04120134484456587	0.41957488514103913	1	-1	0.1010993956018075	2-sample test for equality of proportions with continuity correction	less
CD300E	10	17	0.18518518518518517	0.21518987341772153	0.04120134484456587	0.41957488514103913	1	-1	0.1010993956018075	2-sample test for equality of proportions with continuity correction	less
CD300LB	10	17	0.18518518518518517	0.21518987341772153	0.04120134484456587	0.41957488514103913	1	-1	0.1010993956018075	2-sample test for equality of proportions with continuity correction	less
CD300LD	10	17	0.18518518518518517	0.21518987341772153	0.04120134484456587	0.41957488514103913	1	-1	0.1010993956018075	2-sample test for equality of proportions with continuity correction	less
CD300LF	10	17	0.18518518518518517	0.21518987341772153	0.04120134484456587	0.41957488514103913	1	-1	0.1010993956018075	2-sample test for equality of proportions with continuity correction	less
CD300LG	3	5	0.05555555555555555	0.06329113924050633	1.6109761069113529e-31	0.49999999999999983	1	-1	0.0682584210450195	2-sample test for equality of proportions with continuity correction	less
CD34	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
CD46	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
CD48	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
CD55	6	14	0.1111111111111111	0.17721518987341772	0.6406442015276166	0.2117388093575528	1	-1	0.049193976251890065	2-sample test for equality of proportions with continuity correction	less
CD5L	7	10	0.12962962962962962	0.12658227848101267	2.2499367153248017e-31	0.5000000000000002	1	-1	0.10325043021397086	2-sample test for equality of proportions with continuity correction	less
CD7	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
CD79B	18	23	0.3333333333333333	0.2911392405063291	0.10647577966102528	0.6279036763093202	1	-1	0.19269652246061642	2-sample test for equality of proportions with continuity correction	less
CD83	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CD84	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
CDC123	3	6	0.05555555555555555	0.0759493670886076	0.011740168154634408	0.45685821524905174	1	-1	0.06613369705620288	2-sample test for equality of proportions with continuity correction	less
CDC27	4	5	0.07407407407407407	0.06329113924050633	2.538750938686224e-31	0.5000000000000002	1	-1	0.0955034457021649	2-sample test for equality of proportions with continuity correction	less
CDC40	0	8	0	0.10126582278481013	4.164909341303329	0.020634810783116637	1	-1	-0.02984832891698476	2-sample test for equality of proportions with continuity correction	less
CDC42BPA	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
CDC42BPG	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CDC42EP2	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CDC42EP4	12	12	0.2222222222222222	0.1518987341772152	0.6497807184967264	0.7899044553448746	1	-1	0.20024320109824642	2-sample test for equality of proportions with continuity correction	less
CDC42SE1	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
CDC6	32	36	0.5925925925925926	0.45569620253164556	1.888988129331576	0.9153419526067008	1	-1	0.2959794994320356	2-sample test for equality of proportions with continuity correction	less
CDC73	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
CDCA5	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CDH17	10	18	0.18518518518518517	0.22784810126582278	0.14146448663853717	0.35341471665110114	1	-1	0.08948157529499098	2-sample test for equality of proportions with continuity correction	less
CDH26	9	7	0.16666666666666666	0.08860759493670886	1.1828219415794134	0.8616088738720104	1	-1	0.19225978725474666	2-sample test for equality of proportions with continuity correction	less
CDH4	9	7	0.16666666666666666	0.08860759493670886	1.1828219415794134	0.8616088738720104	1	-1	0.19225978725474666	2-sample test for equality of proportions with continuity correction	less
CDK12	51	70	0.9444444444444444	0.8860759493670886	0.715138091372748	0.8011283255214318	1	-1	0.1519694172129131	2-sample test for equality of proportions with continuity correction	less
CDK18	9	13	0.16666666666666666	0.16455696202531644	6.2479483925608235e-31	0.5000000000000003	1	-1	0.1122331272826437	2-sample test for equality of proportions with continuity correction	less
CDK19	0	8	0	0.10126582278481013	4.164909341303329	0.020634810783116637	1	-1	-0.02984832891698476	2-sample test for equality of proportions with continuity correction	less
CDK2AP2	2	11	0.037037037037037035	0.13924050632911392	2.7285698561674305	0.049283756671681674	1	-1	-0.009858573278177574	2-sample test for equality of proportions with continuity correction	less
CDK3	8	14	0.14814814814814814	0.17721518987341772	0.042210531398295045	0.4186094915274259	1	-1	0.09290074266977602	2-sample test for equality of proportions with continuity correction	less
CDK5R1	10	14	0.18518518518518517	0.17721518987341772	4.8014935426967155e-31	0.5000000000000002	1	-1	0.12798320443320998	2-sample test for equality of proportions with continuity correction	less
CDK5RAP3	7	17	0.12962962962962962	0.21518987341772153	1.0618953551013557	0.15139164809721437	1	-1	0.03697054155094642	2-sample test for equality of proportions with continuity correction	less
CDR2L	10	15	0.18518518518518517	0.189873417721519	5.680387806473166e-32	0.4999999999999999	1	-1	0.11326100804594137	2-sample test for equality of proportions with continuity correction	less
CDRT15L2	3	6	0.05555555555555555	0.0759493670886076	0.011740168154634408	0.45685821524905174	1	-1	0.06613369705620288	2-sample test for equality of proportions with continuity correction	less
CEBPA	1	6	0.018518518518518517	0.0759493670886076	1.1262599624941396	0.14428725195116773	1	-1	0.01572629074095186	2-sample test for equality of proportions with continuity correction	less
CEBPB	8	8	0.14814814814814814	0.10126582278481013	0.29681611534855207	0.7070573251715092	1	-1	0.15962963904892524	2-sample test for equality of proportions with continuity correction	less
CEBPD	3	11	0.05555555555555555	0.13924050632911392	1.5792397479385565	0.10443511782623627	1	-1	0.013961212200805873	2-sample test for equality of proportions with continuity correction	less
CEBPG	1	6	0.018518518518518517	0.0759493670886076	1.1262599624941396	0.14428725195116773	1	-1	0.01572629074095186	2-sample test for equality of proportions with continuity correction	less
CELF2	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CELF3	7	9	0.12962962962962962	0.11392405063291139	4.163561213490757e-6	0.5008140334319489	1	-1	0.12674020117752585	2-sample test for equality of proportions with continuity correction	less
CENPF	6	12	0.1111111111111111	0.1518987341772152	0.1740513406759662	0.3382680345242111	1	-1	0.07154963839670148	2-sample test for equality of proportions with continuity correction	less
CENPL	5	7	0.09259259259259259	0.08860759493670886	1.0813280912271527e-31	0.5000000000000001	1	-1	0.09148811971716386	2-sample test for equality of proportions with continuity correction	less
CENPQ	1	5	0.018518518518518517	0.06329113924050633	0.6341828909044599	0.21291257023193438	1	-1	0.025046868482344137	2-sample test for equality of proportions with continuity correction	less
CEP112	18	21	0.3333333333333333	0.26582278481012656	0.4172398593632546	0.7408412381315054	1	-1	0.2165817999043598	2-sample test for equality of proportions with continuity correction	less
CEP170	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
CEP19	4	6	0.07407407407407407	0.0759493670886076	5.866266452143965e-31	0.49999999999999967	1	-1	0.07641933026741074	2-sample test for equality of proportions with continuity correction	less
CEP350	6	8	0.1111111111111111	0.10126582278481013	4.662483860791342e-31	0.5000000000000002	1	-1	0.10949759887573429	2-sample test for equality of proportions with continuity correction	less
CEP57L1	1	9	0.018518518518518517	0.11392405063291139	2.9387315186443006	0.0432393104223124	1	-1	-0.013728130376010561	2-sample test for equality of proportions with continuity correction	less
CEP89	1	6	0.018518518518518517	0.0759493670886076	1.1262599624941396	0.14428725195116773	1	-1	0.01572629074095186	2-sample test for equality of proportions with continuity correction	less
CEP95	17	21	0.3148148148148148	0.26582278481012656	0.17536919831223613	0.6623082704496062	1	-1	0.19683478358136072	2-sample test for equality of proportions with continuity correction	less
CERS2	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
CFH	4	8	0.07407407407407407	0.10126582278481013	0.05261075949367089	0.4092905378571309	1	-1	0.06934899882782923	2-sample test for equality of proportions with continuity correction	less
CFHR1	4	8	0.07407407407407407	0.10126582278481013	0.05261075949367089	0.4092905378571309	1	-1	0.06934899882782923	2-sample test for equality of proportions with continuity correction	less
CFHR2	4	8	0.07407407407407407	0.10126582278481013	0.05261075949367089	0.4092905378571309	1	-1	0.06934899882782923	2-sample test for equality of proportions with continuity correction	less
CFHR3	4	8	0.07407407407407407	0.10126582278481013	0.05261075949367089	0.4092905378571309	1	-1	0.06934899882782923	2-sample test for equality of proportions with continuity correction	less
CFHR4	4	8	0.07407407407407407	0.10126582278481013	0.05261075949367089	0.4092905378571309	1	-1	0.06934899882782923	2-sample test for equality of proportions with continuity correction	less
CFHR5	4	8	0.07407407407407407	0.10126582278481013	0.05261075949367089	0.4092905378571309	1	-1	0.06934899882782923	2-sample test for equality of proportions with continuity correction	less
CFL1	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CGN	7	9	0.12962962962962962	0.11392405063291139	4.163561213490757e-6	0.5008140334319489	1	-1	0.12674020117752585	2-sample test for equality of proportions with continuity correction	less
CHAD	18	29	0.3333333333333333	0.3670886075949367	0.04632739556271885	0.41479088369666434	1	-1	0.12000246955098093	2-sample test for equality of proportions with continuity correction	less
CHCHD7	3	13	0.05555555555555555	0.16455696202531644	2.644731554860335	0.05194685275097259	1	-1	-0.007756135913771334	2-sample test for equality of proportions with continuity correction	less
CHD1L	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
CHD7	5	15	0.09259259259259259	0.189873417721519	1.6754362804890692	0.09776598441881176	1	-1	0.015660358240680933	2-sample test for equality of proportions with continuity correction	less
CHI3L1	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
CHIT1	8	13	0.14814814814814814	0.16455696202531644	1.62378887326143e-4	0.4949164968951457	1	-1	0.10420922168616659	2-sample test for equality of proportions with continuity correction	less
CHKA	2	8	0.037037037037037035	0.10126582278481013	1.0913445412583522	0.1480867469627766	1	-1	0.021386844550368475	2-sample test for equality of proportions with continuity correction	less
CHML	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
CHMP4C	6	14	0.1111111111111111	0.17721518987341772	0.6406442015276166	0.2117388093575528	1	-1	0.049193976251890065	2-sample test for equality of proportions with continuity correction	less
CHMP6	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
CHRAC1	13	19	0.24074074074074073	0.24050632911392406	1.056801152980834e-30	0.5000000000000004	1	-1	0.12462085599319543	2-sample test for equality of proportions with continuity correction	less
CHRM3	7	11	0.12962962962962962	0.13924050632911392	6.220774306963708e-31	0.49999999999999967	1	-1	0.0987801068994077	2-sample test for equality of proportions with continuity correction	less
CHRNA4	7	6	0.12962962962962962	0.0759493670886076	0.5277313838099702	0.7662189012824246	1	-1	0.15902602865554705	2-sample test for equality of proportions with continuity correction	less
CHRNA6	3	12	0.05555555555555555	0.1518987341772152	2.090431668348603	0.07411209159527289	1	-1	0.0031545501193528946	2-sample test for equality of proportions with continuity correction	less
CHRNB2	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
CHRNB3	3	12	0.05555555555555555	0.1518987341772152	2.090431668348603	0.07411209159527289	1	-1	0.0031545501193528946	2-sample test for equality of proportions with continuity correction	less
CHST8	1	5	0.018518518518518517	0.06329113924050633	0.6341828909044599	0.21291257023193438	1	-1	0.025046868482344137	2-sample test for equality of proportions with continuity correction	less
CHTOP	8	7	0.14814814814814814	0.08860759493670886	0.6192415194641113	0.7843353591264639	1	-1	0.17046339427265683	2-sample test for equality of proportions with continuity correction	less
CISD3	23	39	0.42592592592592593	0.4936708860759494	0.3506233075448588	0.2768802513559303	1	-1	0.09210438123448966	2-sample test for equality of proportions with continuity correction	less
CKS1B|ENSG00000173207.8	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
CLC	0	5	0	0.06329113924050633	2.017342523001641	0.07775554855677179	1	-1	-0.0026431505174635064	2-sample test for equality of proportions with continuity correction	less
CLCF1	1	10	0.018518518518518517	0.12658227848101267	3.615532661120439	0.0286211941140072	1	-1	-0.023940660437774985	2-sample test for equality of proportions with continuity correction	less
CLDN1	3	6	0.05555555555555555	0.0759493670886076	0.011740168154634408	0.45685821524905174	1	-1	0.06613369705620288	2-sample test for equality of proportions with continuity correction	less
CLDN11	7	7	0.12962962962962962	0.08860759493670886	0.22030039160530596	0.6805944348404714	1	-1	0.1483631381194289	2-sample test for equality of proportions with continuity correction	less
CLDN16	3	6	0.05555555555555555	0.0759493670886076	0.011740168154634408	0.45685821524905174	1	-1	0.06613369705620288	2-sample test for equality of proportions with continuity correction	less
CLK2	8	11	0.14814814814814814	0.13924050632911392	1.9423520260783735e-30	0.5000000000000006	1	-1	0.1199309375680175	2-sample test for equality of proportions with continuity correction	less
CLNS1A	6	9	0.1111111111111111	0.11392405063291139	1.7401098597765112e-30	0.4999999999999995	1	-1	0.09168165152982442	2-sample test for equality of proportions with continuity correction	less
CLPB	0	5	0	0.06329113924050633	2.017342523001641	0.07775554855677179	1	-1	-0.0026431505174635064	2-sample test for equality of proportions with continuity correction	less
CLRN1	3	5	0.05555555555555555	0.06329113924050633	1.6109761069113529e-31	0.49999999999999983	1	-1	0.0682584210450195	2-sample test for equality of proportions with continuity correction	less
CLTC	23	28	0.42592592592592593	0.35443037974683544	0.4240563082287561	0.7425400332194001	1	-1	0.22881210676280236	2-sample test for equality of proportions with continuity correction	less
CLVS1	5	15	0.09259259259259259	0.189873417721519	1.6754362804890692	0.09776598441881176	1	-1	0.015660358240680933	2-sample test for equality of proportions with continuity correction	less
CLVS2	0	5	0	0.06329113924050633	2.017342523001641	0.07775554855677179	1	-1	-0.0026431505174635064	2-sample test for equality of proportions with continuity correction	less
CNBD1	8	14	0.14814814814814814	0.17721518987341772	0.042210531398295045	0.4186094915274259	1	-1	0.09290074266977602	2-sample test for equality of proportions with continuity correction	less
CNGB3	8	14	0.14814814814814814	0.17721518987341772	0.042210531398295045	0.4186094915274259	1	-1	0.09290074266977602	2-sample test for equality of proportions with continuity correction	less
CNIH2	3	7	0.05555555555555555	0.08860759493670886	0.1406818996108386	0.3538020253681383	1	-1	0.05598383105982735	2-sample test for equality of proportions with continuity correction	less
CNIH3	5	12	0.09259259259259259	0.1518987341772152	0.5498972547212787	0.22917983941646858	1	-1	0.049134383974863693	2-sample test for equality of proportions with continuity correction	less
CNIH4	5	12	0.09259259259259259	0.1518987341772152	0.5498972547212787	0.22917983941646858	1	-1	0.049134383974863693	2-sample test for equality of proportions with continuity correction	less
CNP	6	7	0.1111111111111111	0.08860759493670886	0.017392027900994114	0.5524599363609181	1	-1	0.12592185170897882	2-sample test for equality of proportions with continuity correction	less
CNST	9	13	0.16666666666666666	0.16455696202531644	6.2479483925608235e-31	0.5000000000000003	1	-1	0.1122331272826437	2-sample test for equality of proportions with continuity correction	less
CNTD1	4	7	0.07407407407407407	0.08860759493670886	1.8027815450601e-30	0.49999999999999944	1	-1	0.0787533361819812	2-sample test for equality of proportions with continuity correction	less
CNTN2	10	13	0.18518518518518517	0.16455696202531644	0.005696225694849844	0.5300809473866732	1	-1	0.1469791017802941	2-sample test for equality of proportions with continuity correction	less
CNTNAP1	4	7	0.07407407407407407	0.08860759493670886	1.8027815450601e-30	0.49999999999999944	1	-1	0.0787533361819812	2-sample test for equality of proportions with continuity correction	less
COA3	4	7	0.07407407407407407	0.08860759493670886	1.8027815450601e-30	0.49999999999999944	1	-1	0.0787533361819812	2-sample test for equality of proportions with continuity correction	less
COA6	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
COASY	3	8	0.05555555555555555	0.10126582278481013	0.3836052385933066	0.2678400306472519	1	-1	0.04567872473369862	2-sample test for equality of proportions with continuity correction	less
COG1	12	10	0.2222222222222222	0.12658227848101267	1.4889034844203626	0.8888066658096144	1	-1	0.22279032721346068	2-sample test for equality of proportions with continuity correction	less
COG2	7	12	0.12962962962962962	0.1518987341772152	0.011691279887482411	0.45694778396510444	1	-1	0.09364278832963516	2-sample test for equality of proportions with continuity correction	less
COIL	12	28	0.2222222222222222	0.35443037974683544	2.0743117151621475	0.07489875069576331	1	-1	0.011816367413471779	2-sample test for equality of proportions with continuity correction	less
COL10A1	1	6	0.018518518518518517	0.0759493670886076	1.1262599624941396	0.14428725195116773	1	-1	0.01572629074095186	2-sample test for equality of proportions with continuity correction	less
COL14A1	19	20	0.35185185185185186	0.25316455696202533	1.0687369094598198	0.849384538805815	1	-1	0.2480712138504165	2-sample test for equality of proportions with continuity correction	less
COL1A1	18	29	0.3333333333333333	0.3670886075949367	0.04632739556271885	0.41479088369666434	1	-1	0.12000246955098093	2-sample test for equality of proportions with continuity correction	less
COL20A1	7	6	0.12962962962962962	0.0759493670886076	0.5277313838099702	0.7662189012824246	1	-1	0.15902602865554705	2-sample test for equality of proportions with continuity correction	less
COL22A1	15	21	0.2777777777777778	0.26582278481012656	1.1656012231439471e-30	0.5000000000000004	1	-1	0.15327464096060628	2-sample test for equality of proportions with continuity correction	less
COL9A3	7	6	0.12962962962962962	0.0759493670886076	0.5277313838099702	0.7662189012824246	1	-1	0.15902602865554705	2-sample test for equality of proportions with continuity correction	less
COLEC10	18	22	0.3333333333333333	0.27848101265822783	0.2351351049055043	0.6861289536538099	1	-1	0.2046615125997099	2-sample test for equality of proportions with continuity correction	less
COLGALT2	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
COMMD5	12	18	0.2222222222222222	0.22784810126582278	6.151765726732103e-31	0.49999999999999967	1	-1	0.12118158057730094	2-sample test for equality of proportions with continuity correction	less
COPA	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
COPRS	8	10	0.14814814814814814	0.12658227848101267	0.009793564891253374	0.539415954621534	1	-1	0.1376994203852915	2-sample test for equality of proportions with continuity correction	less
COPS5	5	15	0.09259259259259259	0.189873417721519	1.6754362804890692	0.09776598441881176	1	-1	0.015660358240680933	2-sample test for equality of proportions with continuity correction	less
COPZ2	7	17	0.12962962962962962	0.21518987341772153	1.0618953551013557	0.15139164809721437	1	-1	0.03697054155094642	2-sample test for equality of proportions with continuity correction	less
CORO1B	2	10	0.037037037037037035	0.12658227848101267	2.1372872779062844	0.0718779491926074	1	-1	6.976007617270075e-4	2-sample test for equality of proportions with continuity correction	less
CORO6	12	21	0.2222222222222222	0.26582278481012656	0.13491264615209772	0.3566959233063728	1	-1	0.09585658595824764	2-sample test for equality of proportions with continuity correction	less
COX11	16	24	0.2962962962962963	0.3037974683544304	5.008147973139002e-31	0.4999999999999997	1	-1	0.13300422123145775	2-sample test for equality of proportions with continuity correction	less
COX20	9	13	0.16666666666666666	0.16455696202531644	6.2479483925608235e-31	0.5000000000000003	1	-1	0.1122331272826437	2-sample test for equality of proportions with continuity correction	less
COX6C	12	23	0.2222222222222222	0.2911392405063291	0.4704348335677454	0.24639359638842895	1	-1	0.07208107288702625	2-sample test for equality of proportions with continuity correction	less
CPA6	6	16	0.1111111111111111	0.20253164556962025	1.3360838062842277	0.12386288968122618	1	-1	0.026538703960324955	2-sample test for equality of proportions with continuity correction	less
CPD	11	14	0.2037037037037037	0.17721518987341772	0.024967377715267983	0.5627758118832995	1	-1	0.1566224549477715	2-sample test for equality of proportions with continuity correction	less
CPN2	3	6	0.05555555555555555	0.0759493670886076	0.011740168154634408	0.45685821524905174	1	-1	0.06613369705620288	2-sample test for equality of proportions with continuity correction	less
CPNE3	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
CPPED1	3	5	0.05555555555555555	0.06329113924050633	1.6109761069113529e-31	0.49999999999999983	1	-1	0.0682584210450195	2-sample test for equality of proportions with continuity correction	less
CPQ	11	18	0.2037037037037037	0.22784810126582278	0.01377162478346456	0.453290335494714	1	-1	0.11040755853892265	2-sample test for equality of proportions with continuity correction	less
CPSF1	12	18	0.2222222222222222	0.22784810126582278	6.151765726732103e-31	0.49999999999999967	1	-1	0.12118158057730094	2-sample test for equality of proportions with continuity correction	less
CPSF4L	12	11	0.2222222222222222	0.13924050632911392	1.0185584750458174	0.8435694064504096	1	-1	0.21154953938370738	2-sample test for equality of proportions with continuity correction	less
CPT1A	2	12	0.037037037037037035	0.1518987341772152	3.356314290835884	0.03347387465146347	1	-1	-0.020540466255912854	2-sample test for equality of proportions with continuity correction	less
CR1	6	14	0.1111111111111111	0.17721518987341772	0.6406442015276166	0.2117388093575528	1	-1	0.049193976251890065	2-sample test for equality of proportions with continuity correction	less
CR1L	6	14	0.1111111111111111	0.17721518987341772	0.6406442015276166	0.2117388093575528	1	-1	0.049193976251890065	2-sample test for equality of proportions with continuity correction	less
CR2	6	14	0.1111111111111111	0.17721518987341772	0.6406442015276166	0.2117388093575528	1	-1	0.049193976251890065	2-sample test for equality of proportions with continuity correction	less
CRABP2	7	8	0.12962962962962962	0.10126582278481013	0.05231792705957768	0.5904610487092641	1	-1	0.13759918991655223	2-sample test for equality of proportions with continuity correction	less
CRB1	4	9	0.07407407407407407	0.11392405063291139	0.2140853213242455	0.32179202106362126	1	-1	0.05876556627636051	2-sample test for equality of proportions with continuity correction	less
CRCT1	7	8	0.12962962962962962	0.10126582278481013	0.05231792705957768	0.5904610487092641	1	-1	0.13759918991655223	2-sample test for equality of proportions with continuity correction	less
CREB3L4	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
CREG1	7	8	0.12962962962962962	0.10126582278481013	0.05231792705957768	0.5904610487092641	1	-1	0.13759918991655223	2-sample test for equality of proportions with continuity correction	less
CRH	6	16	0.1111111111111111	0.20253164556962025	1.3360838062842277	0.12386288968122618	1	-1	0.026538703960324955	2-sample test for equality of proportions with continuity correction	less
CRHR1	5	9	0.09259259259259259	0.11392405063291139	0.011232798323267425	0.4577971676976689	1	-1	0.08181660932248505	2-sample test for equality of proportions with continuity correction	less
CRISPLD1	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
CRLF3	11	14	0.2037037037037037	0.17721518987341772	0.024967377715267983	0.5627758118832995	1	-1	0.1566224549477715	2-sample test for equality of proportions with continuity correction	less
CRNN	7	8	0.12962962962962962	0.10126582278481013	0.05231792705957768	0.5904610487092641	1	-1	0.13759918991655223	2-sample test for equality of proportions with continuity correction	less
CRP	7	10	0.12962962962962962	0.12658227848101267	2.2499367153248017e-31	0.5000000000000002	1	-1	0.10325043021397086	2-sample test for equality of proportions with continuity correction	less
CRTC2	8	9	0.14814814814814814	0.11392405063291139	0.09992131400792519	0.6240379596292884	1	-1	0.14870677643034821	2-sample test for equality of proportions with continuity correction	less
CRYBA1	14	25	0.25925925925925924	0.31645569620253167	0.26793845204945854	0.3023590202189821	1	-1	0.08889102546173494	2-sample test for equality of proportions with continuity correction	less
CSF3	45	59	0.8333333333333334	0.7468354430379747	0.9459108578284157	0.8346188290196472	1	-1	0.21799110812844527	2-sample test for equality of proportions with continuity correction	less
CSH1	18	23	0.3333333333333333	0.2911392405063291	0.10647577966102528	0.6279036763093202	1	-1	0.19269652246061642	2-sample test for equality of proportions with continuity correction	less
CSH2	18	23	0.3333333333333333	0.2911392405063291	0.10647577966102528	0.6279036763093202	1	-1	0.19269652246061642	2-sample test for equality of proportions with continuity correction	less
CSHL1	18	23	0.3333333333333333	0.2911392405063291	0.10647577966102528	0.6279036763093202	1	-1	0.19269652246061642	2-sample test for equality of proportions with continuity correction	less
CSMD3	16	25	0.2962962962962963	0.31645569620253167	0.0031428838297739223	0.4776464353651223	1	-1	0.12905063085942864	2-sample test for equality of proportions with continuity correction	less
CSNK1D	8	12	0.14814814814814814	0.1518987341772152	5.83147411837113e-31	0.4999999999999997	1	-1	0.10360939080149648	2-sample test for equality of proportions with continuity correction	less
CSPP1	5	15	0.09259259259259259	0.189873417721519	1.6754362804890692	0.09776598441881176	1	-1	0.015660358240680933	2-sample test for equality of proportions with continuity correction	less
CSRP1	6	10	0.1111111111111111	0.12658227848101267	4.56055321167798e-31	0.4999999999999997	1	-1	0.09346001415886282	2-sample test for equality of proportions with continuity correction	less
CST6	2	6	0.037037037037037035	0.0759493670886076	0.30865758321612763	0.28925255823245855	1	-1	0.04140968093924198	2-sample test for equality of proportions with continuity correction	less
CSTF1	11	8	0.2037037037037037	0.10126582278481013	1.9758263009845292	0.9200846056841111	1	-1	0.22406383104138272	2-sample test for equality of proportions with continuity correction	less
CTCFL	10	10	0.18518518518518517	0.12658227848101267	0.46450937957673183	0.7522379925057028	1	-1	0.18071092763642457	2-sample test for equality of proportions with continuity correction	less
CTHRC1	10	26	0.18518518518518517	0.3291139240506329	2.6762384244155433	0.050928032160344305	1	-1	-0.005369539419799174	2-sample test for equality of proportions with continuity correction	less
CTSE	7	14	0.12962962962962962	0.17721518987341772	0.24697828762306603	0.3096054203972005	1	-1	0.07118460334496521	2-sample test for equality of proportions with continuity correction	less
CTSF	7	9	0.12962962962962962	0.11392405063291139	4.163561213490757e-6	0.5008140334319489	1	-1	0.12674020117752585	2-sample test for equality of proportions with continuity correction	less
CTSK	7	13	0.12962962962962962	0.16455696202531644	0.09389235838840954	0.37964297416107595	1	-1	0.08245069016897877	2-sample test for equality of proportions with continuity correction	less
CTSS	8	14	0.14814814814814814	0.17721518987341772	0.042210531398295045	0.4186094915274259	1	-1	0.09290074266977602	2-sample test for equality of proportions with continuity correction	less
CTSW	2	5	0.037037037037037035	0.06329113924050633	0.0731787518883159	0.3933817644404423	1	-1	0.05111853252927642	2-sample test for equality of proportions with continuity correction	less
CTSZ	11	10	0.2037037037037037	0.12658227848101267	0.9133812412095642	0.830390567586119	1	-1	0.20185850764766358	2-sample test for equality of proportions with continuity correction	less
