Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	fdr
PLCD3	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
POLA2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
PPP2R5B	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
PRPF18	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
PTPRK	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RANBP9	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RCN1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RELA	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SKP293	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL114P	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL309P	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP299	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP443	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNASEH2C	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
RUNDC3A	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SAC3D1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SART1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SCYL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SEPHS1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SETMAR	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SFTA1P	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SIPA1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC22A20	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC25A39	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC25A45	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC4A1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNX15	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNX32	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SPATA32	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SPDYC	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SSSCA1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SUMF1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
SYVN1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
TIGD3	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
TM7SF2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
TMEM106A	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
TMUB2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
TSGA10IP	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
U3|ENSG00000212551.1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
UBTF	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
USP6NL	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
VPS51	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZFPL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZNHIT2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ASPM	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
ATP6V0A1	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
B3GNT1	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
BBS1	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
BRMS1	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFH	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFHR1	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFHR2	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFHR3	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFHR4	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFHR5	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
DPP3	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
F13B	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4735	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
MRPL11	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
NAALADL2	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
NPAS4	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
PELI3	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
PTRF	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
RAB5C	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORA43|ENSG00000201733.1	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
STAT3	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZBTB41	4	8	0.074074074	0.101265823	0.052610759	0.409290538	1	-1	0.069348999	2-sample test for equality of proportions with continuity correction	less	0.645660657
ABCC3	20	32	0.37037037	0.405063291	0.049165181	0.41226117	1	-1	0.12209362	2-sample test for equality of proportions with continuity correction	less	0.645660657
CACNA1G	20	32	0.37037037	0.405063291	0.049165181	0.41226117	1	-1	0.12209362	2-sample test for equality of proportions with continuity correction	less	0.645660657
ACSF2	18	29	0.333333333	0.367088608	0.046327396	0.414790884	1	-1	0.12000247	2-sample test for equality of proportions with continuity correction	less	0.645660657
CHAD	18	29	0.333333333	0.367088608	0.046327396	0.414790884	1	-1	0.12000247	2-sample test for equality of proportions with continuity correction	less	0.645660657
COL1A1	18	29	0.333333333	0.367088608	0.046327396	0.414790884	1	-1	0.12000247	2-sample test for equality of proportions with continuity correction	less	0.645660657
RSAD1	18	29	0.333333333	0.367088608	0.046327396	0.414790884	1	-1	0.12000247	2-sample test for equality of proportions with continuity correction	less	0.645660657
ACBD3	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
ADAM2	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
AGPAT6	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
ANGEL2	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
ANK1	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
ARL8A	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
BTNL10	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
C1orf115	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
C1orf227	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
C1orf65	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
CAMSAP2	6	11	0.111111111	0.139240506	0.04525134	0.41577127	1	-1	0.082606486	2-sample test for equality of proportions with continuity correction	less	0.645660657
