mRNA	logFC	FDR	Short	Long	Delta
C18orf20|221241	-7.08156106333662	0.012758850697563853	33.88461538461539	0.09259259259259259	239.95597295382933
SLC7A4|6545	-1.913465824829595	0.03251121449267068	124.66666666666667	44.851851851851855	238.54540616208953
PIPOX|51268	-1.207136588435565	0.01791691692943009	196.26923076923077	94.62962962962963	236.92376964564184
TTYH1|57348	1.9059352346534626	1.6801355036039192e-4	115.16666666666667	386.51851851851853	219.50020785759045
PCDH9|5101	-1.6282940727022301	5.68538336524426e-4	134.75641025641025	37.48148148148148	219.42306407914282
PKNOX2|63876	-1.5230665504657477	0.007000090551392553	143.97435897435898	46.074074074074076	219.28253027859418
RIMBP2|23504	-2.97479883534973	1.8284278905823721e-7	73.24358974358974	12.61111111111111	217.88494546606418
LGR6|59352	1.3639681722571653	0.011727408040022523	154.06410256410257	364.64814814814815	210.13853238479942
GADL1|339896	-6.622525840664709	7.729923673562338e-6	31.435897435897434	0.2037037037037037	208.18504309371622
SYT5|6861	-1.9315611232903385	0.00873640959826661	106.35897435897436	30.77777777777778	205.43885998482884
TRIM55|84675	-2.0760281426348186	0.012567941853567775	91.78205128205128	13.11111111111111	190.5421214502906
RAET1E|135250	-1.2989105957558418	0.018562298228961008	145.02564102564102	56.833333333333336	188.37534178448823
MAGEA9B|728269	-3.5139226640012273	0.014287678301627317	53.26923076923077	4.296296296296297	187.18395729391153
PCDHA5|56143	-1.5474977205215874	0.0043698949649771755	116.02384615384615	38.28537037037037	179.54663744922428
KCNC2|3747	2.783226042715672	0.029683507054952343	64.26923076923077	267.2037037037037	178.87579682222645
CGB|1082	-5.251280537524143	5.809511126140163e-6	33.76423076923077	0.8553703703703703	177.30544790293536
UGT3A2|167127	1.9012927747149622	0.00522607253773792	88.73076923076923	353.1111111111111	168.7031704333622
SLC26A7|115111	3.0602844767387225	8.99668569456623e-13	55.05089743589743	303.8305555555556	168.47140685361245
EFCAB5|374786	-2.3521827732516423	1.2833784854458318e-5	71.37179487179488	13.12962962962963	167.8795063934858
SLC12A3|6559	-1.782348283739014	0.01898601055505853	93.35897435897436	41.907407407407405	166.3982077203526
PTPRH|5794	-1.2703987650591613	0.006017878290779381	130.52564102564102	55.48148148148148	165.81961316752975
C14orf115|55237	-5.34631575339193	1.6925928707223296e-4	30.78205128205128	0.6111111111111112	164.57056569094902
CES4|51716	-2.355442525263711	8.483283317599361e-4	69.41025641025641	13.5	163.491869638176
PRSS12|8492	3.6711623925821137	5.21808088210657e-13	44.256410256410255	546.425925925926	162.47246896401867
SLC4A4|8671	1.50617122558462	0.004443466126931485	104.1923076923077	258.962962962963	156.93145577341292
CADM3|57863	1.3250774158166678	0.008502302542609023	117.48	309.45222222222225	155.67009481014213
CYP3A5|1577	-1.504398371877075	0.004593601808201381	103.17730769230769	39.69240740740741	155.21977370696771
DUSP5P|574029	-2.2116973424927	7.086145361699462e-5	69.8974358974359	14.574074074074074	154.59197322141281
FAM177B|400823	2.5672996745620824	4.055433271635637e-5	59.294871794871796	365.27777777777777	152.22770506217475
CRYBA2|1412	-3.1291079097078844	0.003954846574840926	48.5	5.055555555555555	151.7617336208324
SCN4A|6329	1.9899669140211342	2.931883744353852e-6	76.1025641025641	233.64814814814815	151.44158463627502
FAM132A|388581	-2.7536774415239873	6.9860632838935755e-6	54.76923076923077	9.37037037037037	150.8167952588522
SEZ6|124925	-3.31409774433645	1.0969570497206228e-4	45.3974358974359	4.092592592592593	150.4515399063509
COL11A2|1302	2.3515313181407356	1.5126625094980803e-5	63.73076923076923	404.4074074074074	149.86489977535382
FRMPD1|22844	-1.5985667865007263	5.375071056376251e-4	91.53846153846153	26.944444444444443	146.3303443027588
RIT2|6014	-5.220864919696101	8.553371058433163e-4	27.32051282051282	0.5185185185185185	142.63670697272298
RHCG|51458	2.3524882960512676	0.0013609662965264262	58.46153846153846	260.0740740740741	137.53008499992026
MFSD4|148808	1.3111106235109158	5.113031702649639e-4	104.87179487179488	266.5925925925926	137.49852436306784
DRD2|1813	-2.114811655098084	6.813245180256367e-5	62.756410256410255	12.944444444444445	132.71798784237336
PPARGC1A|10891	1.1887804314754025	0.014515939488890423	111.5	249.37037037037038	132.5490181095074
PCDH11X|27328	2.2203912283614207	0.008105039283733842	59.42307692307692	149.27777777777777	131.94247876224594
LEP|3952	1.5484453136799945	0.027548312396708623	81.35897435897436	255.62962962962962	125.97992257196469
TCHH|7062	-1.1735988240599229	0.011070962603562988	107.26923076923077	55.18518518518518	125.89104308858174
SYN1|6853	-1.0898300774468046	0.00873640959826661	115.26923076923077	50.55555555555556	125.62387469646437
LGALS7B|653499	3.504227502249345	1.5822029704756348e-4	35.705128205128204	298.44444444444446	125.11889222774904
DLX1|1745	1.5885683512425006	0.00873640959826661	78.48717948717949	277.48148148148147	124.68224931162294
C1orf194|127003	-2.2344863727723676	0.002799076023952386	55.76923076923077	17	124.61558617384357
ACHE|43	1.1964952268786875	0.029174258202716286	96.8076923076923	199.62962962962962	115.82994177129447
SPIB|6689	1.3822052933975024	0.01506101596586449	83.28205128205128	237.94444444444446	115.11289212705354
NEUROD2|4761	-2.1386356454254605	0.029163205258699386	51.58974358974359	16.87037037037037	110.3316645793853
STAG3|10734	1.2356741142300796	0.00873640959826661	89.05333333333333	196.03722222222223	110.04089878590268
FTHL17|53940	-6.4231087539947955	0.022848825050249582	17.08974358974359	0.1111111111111111	109.76928165480851
SULT1C4|27233	1.6601986067788994	1.79906378375715e-5	65.33333333333333	196.11111111111111	108.46630897622143
FLG|2312	-1.5054143603488772	0.001328283654693806	71.12076923076923	26.91814814814815	107.06622731905857
OR4N4|283694	-4.394178015401417	0.005837732756928436	24.186153846153847	1.3077777777777777	106.27826550788566
FOXN4|121643	-2.739680989686547	0.003750310133245391	38.756410256410255	8.5	106.18020040797988
ELAVL4|1996	-3.160713691890982	2.418043661227193e-7	33.282051282051285	4.351851851851852	105.19503518139732
CCL11|6356	1.3268122989463842	0.0013832442486747187	78.93589743589743	204.3148148148148	104.73311954631906
TMEM132E|124842	1.9071545439147903	7.744639247764625e-4	53.705128205128204	220.44444444444446	102.42397928793662
NR0B1|190	-3.9747235372819723	0.01183377481320683	24.576923076923077	1.537037037037037	97.68647462781462
LOC400696|400696	1.354801310394592	0.031877743546647595	71.91025641025641	203.66666666666666	97.42410961542649
NKAIN4|128414	-2.284655443301859	9.7887692181722e-4	41.382948717948715	11.592592592592593	94.54577904834322
USH1C|10083	-2.997658223189796	3.17690979027133e-5	31.102564102564102	3.7777777777777777	93.23485704433904
CABP4|57010	-1.0945470802418666	0.02905695050613866	82.78064102564103	36.444074074074074	90.60730893516548
KIAA1409|57578	-1.4505265210198095	0.010750876929079813	62.03846153846154	20.055555555555557	89.98843378480588
CNTN2|6900	1.8468710467131462	0.0017855314498537384	48.705128205128204	218.53703703703704	89.95209110850311
TCEAL2|140597	-1.4543731860295175	0.009043965136454528	61.53846153846154	19.38888888888889	89.49988837104723
RGS9|8787	1.6648225443643963	9.263403997528205e-4	53.56410256410256	193.44444444444446	89.1747255173647
KCNA4|3739	-3.4578912647327447	0.016582461955216884	25.564102564102566	2.7777777777777777	88.39788694714223
CELF3|11189	-1.6783267107021367	0.03453855952810723	52.56410256410256	15.444444444444445	88.21973735742
AADAC|13	-1.743706851812483	0.045457598795204404	50.46153846153846	15.166666666666666	87.99013036838376
ACSM2A|123876	-4.499836746905705	0.0014549606124239203	19.012820512820515	0.5555555555555556	85.55458840591231
SST|6750	-4.915409220236086	0.02871317106211219	17.397435897435898	0.4074074074074074	85.51551681872267
CGB1|114335	-6.484866238399219	0.04662131930048964	12.935897435897436	0.018518518518518517	83.88756454544631
SGCG|6445	2.4102661337106586	5.563543006195754e-5	34.03846153846154	220.0185185185185	82.04175108976665
CDHR4|389118	-2.475021739438644	0.021066946936717956	32.756410256410255	7.611111111111111	81.07282749058635
SLIT1|6585	1.9167195162400508	1.1721594586176426e-4	42.13884615384615	207.72925925925927	80.76834881491392
MAGEA11|4110	-3.0275123816796463	0.0033428478318949196	26.435897435897434	2.5925925925925926	80.0350068079927
HORMAD1|84072	2.3400500165773908	0.015547928237591133	34.06410256410256	155.8148148148148	79.71170376982214
RGS7|6000	-1.9957455540542077	0.012641351680565547	39.11538461538461	6.333333333333333	78.0643549412742
TCAM1P|146771	1.9785683053181102	0.002204397822120927	39.3974358974359	146.83333333333334	77.95051797746862
PEBP4|157310	-2.001093535264563	0.004593601808201381	38.80769230769231	8.777777777777779	77.65782219545937
CTNNA2|1496	-2.0674532714740663	0.03203041444193795	37.14102564102564	8.88888888888889	76.78733496744064
GCM1|8521	1.9936483217404943	8.196846098790613e-4	38.46153846153846	119.9074074074074	76.67878160540363
C2orf82|389084	2.090990797313815	0.01887950878542034	35.96153846153846	128.72222222222223	75.19524598032373
TEX15|56154	-2.9449132951683605	0.006017878290779381	24.76923076923077	3.6481481481481484	72.94323700340094
TACR1|6869	1.0020083082942386	0.018562298228961008	72.1923076923077	154.09259259259258	72.33729210262638
HBA1|3039	1.6589526214172692	0.03465146008493263	43.39076923076923	97.81537037037037	71.9832303606964
CFTR|1080	-1.5682768288541584	0.014040438878073923	45.62820512820513	14.62962962962963	71.55765684476859
GAD1|2571	-1.589011945875548	0.005658023920913355	44.782051282051285	16.12962962962963	71.15921444799089
GOLGA8C|729786	-3.235870520780023	5.8432676514985584e-5	21.743589743589745	3.2037037037037037	70.3594410672169
C1orf92|149499	-3.7467377859336524	5.662138119559973e-5	18.435897435897434	1.8518518518518519	69.07447354067425
FAM83C|128876	-2.8995367590808114	0.005189426914318725	23.307692307692307	2.4074074074074074	67.58151061549891
C2orf62|375307	-2.45393019766143	5.2314742254381156e-5	27.10423076923077	5.208703703703704	66.51189036899947
TRIM67|440730	3.2753331824275733	1.127115015515779e-12	20.012820512820515	166.2037037037037	65.54865509960824
SPINLW1|57119	-3.1677309301031804	0.0012364124804707922	20.49051282051282	2.8655555555555554	64.90843123521421
CADM2|253559	1.8577572707698462	0.0017092635755480332	34.26923076923077	135.38888888888889	63.663912625228186
VSIG1|340547	1.1141131688353656	0.01172708540401612	56.42307692307692	122.87037037037037	62.861693026210816
CCDC42B|387885	-1.7195549803184025	0.0013414699940914963	36.36371794871795	14.027962962962963	62.52941230161163
KCNQ3|3786	-1.1162072996717132	0.003391822725545953	55.8974358974359	28.09259259259259	62.39312598164961
FGFBP2|83888	2.7895711472916846	2.0958200121231553e-8	21.71794871794872	134.8148148148148	60.58376312195018
CCDC135|84229	-2.4292196537116095	0.0012758037588919253	24.794871794871796	5.87037037037037	60.23218987536222
C7orf52|375607	-2.5042715675334586	0.008432271536528195	23.807692307692307	3.314814814814815	59.620926934738876
SPANXB2|100133171	4.9729950132104985	1.7364230266243394e-4	11.91025641025641	560.3518518518518	59.22964573426351
SNX31|169166	-1.8574223282597335	0.004894808591673219	31.794871794871796	9	59.0565047959505
UNC80|285175	-1.7264826024127544	0.02748683612673506	33.82051282051282	7.962962962962963	58.390526989292894
LEFTY1|10637	3.183449203225668	1.6078417356589342e-13	17.818461538461538	176.30925925925928	56.72416718732259
CHODL|140578	1.5618990009286935	0.009790707155333339	36.1025641025641	162.92592592592592	56.388558802758986
ZNF804A|91752	-1.0430539452644123	0.012758850697563853	53.91025641025641	30.51851851851852	56.23130563893402
ESPNL|339768	-1.176954802381163	0.012807622216405402	47.53846153846154	22	55.95062060550452
RYR2|6262	1.359483558992594	4.4146486525358886e-4	39.756410256410255	89.98148148148148	54.04818610815428
MAPK4|5596	2.529850794346536	1.0565328858247866e-6	21.28205128205128	123.53703703703704	53.84041434122114
WSCD2|9671	1.9615194781030867	8.997080507137155e-7	27.346153846153847	93.66666666666667	53.64001342043441
C6orf176|90632	1.6954526023137422	0.00838637023345635	31.52730769230769	120.27055555555555	53.453055870869136
